kjønn,alder,type justering,statistikkvariabel,måned,value
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M02,2.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M03,2.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M04,2.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M05,2.7
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M06,3.7
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M07,2.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M08,2.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M09,3.7
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M10,2.9
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M11,2.7
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2008M12,2.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M01,2.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M02,3.2
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M03,2.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M04,3.2
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M05,3.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M06,3.2
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M07,2.9
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M08,3.2
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M09,3.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M10,2.9
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M11,3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2009M12,2.7
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M01,3.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M02,3.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M03,3.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M04,2.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M05,3.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M06,3.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M07,3.1
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M08,3.9
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M09,3.3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M10,3.3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M11,2.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2010M12,3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2011M01,2.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2011M02,3.1
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2011M03,3.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2011M04,3.3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2011M05,3.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2011M06,3.7
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2011M07,3.7
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2011M08,4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2011M09,3.2
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2011M10,3.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2011M11,2.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2011M12,3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2012M01,3.1
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2012M02,3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2012M03,2.7
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2012M04,2.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2012M05,3.3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2012M06,2.9
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2012M07,3.1
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2012M08,3.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2012M09,3.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2012M10,3.1
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2012M11,3.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2012M12,3.1
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2013M01,3.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2013M02,3.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2013M03,3.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2013M04,3.2
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2013M05,3.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2013M06,3.7
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2013M07,3.3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2013M08,4.2
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2013M09,4.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2013M10,3.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2013M11,3.7
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2013M12,3.9
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2014M01,4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2014M02,3.1
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2014M03,4.1
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2014M04,2.9
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2014M05,3.2
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2014M06,3.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2014M07,4.3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2014M08,3.9
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2014M09,4.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2014M10,3.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2014M11,3.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2014M12,2.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2015M01,4.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2015M02,4.1
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2015M03,4.3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2015M04,4.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2015M05,3.9
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2015M06,4.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2015M07,5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2015M08,4.1
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2015M09,4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2015M10,5.2
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2015M11,4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2015M12,4.3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2016M01,4.1
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2016M02,4.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2016M03,4.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2016M04,3.9
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2016M05,3.7
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2016M06,4.3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2016M07,4.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2016M08,4.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2016M09,4.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2016M10,3.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2016M11,4.2
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2016M12,3.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2017M01,3.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2017M02,4.3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2017M03,4.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2017M04,4.1
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2017M05,4.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2017M06,4.3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2017M07,3.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2017M08,3.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2017M09,4.3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2017M10,3.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2017M11,3.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2017M12,3.7
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2018M01,3.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2018M02,3.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2018M03,3.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2018M04,3.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2018M05,3.3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2018M06,4.3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2018M07,3.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2018M08,3.9
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2018M09,4.2
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2018M10,4.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2018M11,3.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2018M12,3.2
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2019M01,3.9
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2019M02,4.1
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2019M03,3.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2019M04,3.1
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2019M05,3.2
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2019M06,3.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2019M07,3.9
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2019M08,4.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2019M09,3.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2019M10,3.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2019M11,3.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2019M12,3.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2020M01,4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2020M02,3.3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2020M03,3.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2020M04,3.7
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2020M05,4.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2020M06,5.1
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2020M07,5.1
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2020M08,5.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2020M09,5.3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2020M10,5.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2020M11,4.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2020M12,4.1
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2021M01,4.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2021M02,4.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2021M03,4.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2021M04,5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2021M05,4.9
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2021M06,4.9
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2021M07,4.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2021M08,3.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2021M09,3.9
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2021M10,3.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2021M11,3.7
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2021M12,2.7
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2022M01,2.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2022M02,3.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2022M03,2.7
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2022M04,2.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2022M05,4.2
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2022M06,2.9
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2022M07,2.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2022M08,4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2022M09,3.3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2022M10,3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2022M11,3.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2022M12,2.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2023M01,4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2023M02,3.9
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2023M03,3.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2023M04,3.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2023M05,2.3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2023M06,3.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2023M07,3.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2023M08,3.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2023M09,3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2023M10,3.6
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2023M11,3.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2023M12,3.4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2024M01,4.3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2024M02,3
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2024M03,4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2024M04,4.2
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2024M05,3.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2024M06,3.8
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2024M07,3.7
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2024M08,4
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2024M09,3.5
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2024M10,3.7
Kvinner,15-74 år,Ikke sesongjustert,Arbeidsledige i prosent av arbeidsstyrken,2024M11,4.1
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2006M01,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2006M02,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2006M03,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2006M04,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2006M05,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2006M06,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2006M07,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2006M08,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2006M09,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2006M10,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2006M11,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2006M12,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2007M01,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2007M02,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2007M03,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2007M04,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2007M05,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2007M06,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2007M07,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2007M08,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2007M09,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2007M10,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2007M11,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2007M12,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2008M01,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2008M02,NA
Kvinner,15-24 år,Sesongjustert,Arbeidsstyrken i prosent av befolkningen,2008M03,NA
